Object Id,XMin,XMax,YMin,YMax,171Yb_Renin Cell Intensity,175Lu_Aqu1 Cell Intensity,176Yb_H3 Cell Intensity,191Ir_DNA1 Cell Intensity,193Ir_DNA2 Cell Intensity,141Pr_aSMA Cell Intensity,143Nd_Vimentin Cell Intensity,145Nd_Aqu2 Cell Intensity,146Nd_Nestin Cell Intensity,147Sm_B-Cat Cell Intensity,148Nd_Calbindin Cell Intensity,150Nd_CD86 Cell Intensity,151Eu_CD31 Cell Intensity,152Sm_CD66b Cell Intensity,153Eu_Uromodulin Cell Intensity,156Gd_CD4 Cell Intensity,159Tb_CD68 Cell Intensity,161Dy_CD20 Cell Intensity,162Dy_CD8a Cell Intensity,164Dy_Cytokeratin7 Cell Intensity,165Ho_Megalin Cell Intensity,166Er_Col-IV Cell Intensity,169Tm_WT1 Cell Intensity,170Er_CD3 Cell Intensity,89Y_CD45 Cell Intensity,Cell Area (µm²),Cytoplasm Area (µm²),Membrane Area (µm²),Nucleus Area (µm²),Nucleus Perimeter (µm),Nucleus Roundness
3286,689,704,169,187,1.681818,70.48485,6524.909,4105.5557,4908.9497,174.41414,0,11915.399,551.5606,1.318182,1842.6414,2537.5505,0.454545,0,86.464645,0,0,0,0,4751.9595,1348.7727,649.4495,31.030304,0,0,198,152,0,46,26,0.791911
3287,189,202,171,194,0.751131,587.9457,7130.317,3130.1628,3539.4028,22.02715,0,2144.1448,469.4344,1.180995,3270.9321,3558.4614,0.542986,296.53845,172.15384,0,0,0,37.08597,2668.819,554.8733,848.6516,9.266969,0,0,221,114,0,107,44,0.881517
3288,368,391,174,190,0.603636,1604.6727,2506.9236,1366.8763,1602.4509,2279.971,2270.16,403.28,476.53818,0,10.498181,1827.0364,2.56,0,17.636364,0,0,0,0,289.3709,175.71637,5979.5854,819.2,0,0,275,211,0,64,32,0.74951
3289,406,431,179,198,2.580311,35.569946,3109.2747,1500.2798,1847.7539,17.207254,0,6334.0234,763.9042,2.704663,6310.7437,4018.1218,0.880829,0,133.30312,0,0,0,95.512955,424.443,1954.6554,2375.158,26.528498,0,0,386,325,0,61,32,0.773232
3290,157,169,172,193,3.117371,1354.6198,5659.3755,2162.2864,2801.9578,563.3333,403.62912,331.33334,269.1643,0,1530.4272,2769.0845,0.84507,0,119.671364,0,0,160.52582,0,5252.4224,785.42255,1254.8451,72.11268,0,0,213,140,0,73,34,0.793221
3291,171,187,172,200,1.777302,1173.0278,2381.4604,579.4047,941.55676,609.6381,21.04711,3184.3962,637.24414,3.353319,3087.8972,2806.6382,0.642398,0,171.89935,0,0,73.21627,140.33191,4069.6038,428.39188,1804,8.770878,0,0,467,317,0,150,48,0.722936
3292,613,636,172,207,1.850318,5823.505,2296.93,1258.6481,1565.2277,303.86783,5.748408,184.6226,399.96976,2.493631,5520.0796,3965.4937,0.877389,104.355095,249.89809,104.355095,0,240.46974,460.90604,149.07643,1665.1481,805.2213,1687.6433,0,0,628,539,0,89,43,0.643155
3293,731,756,172,191,1.681013,176.68355,3585.4583,2010.4456,2456.3215,48.2,0,7989.218,373.23544,169.87595,602.24554,2212.1519,0.936709,0,7099.3823,0,0,86.56203,307.63544,426.62277,2106.6328,2580.3923,23.331646,0,0,395,326,0,69,32,0.814141
3294,213,230,174,200,1.585987,1192.5956,3792.4873,961.42676,1323.5859,1889.621,560.94904,513.7325,678.2229,212.86624,7168.3916,4522.054,0.923567,0,401.35986,0,0,208.71019,417.42038,1729.293,1547.0956,2603.188,277.19745,0,0,314,241,0,73,34,0.794064
3295,286,308,181,195,3.373984,2558.0854,3676.2805,7929.126,8271.528,561.54474,11851.906,840.1667,832.40247,5.304878,0,2486.4229,1.056911,266.40244,103.62195,0,0,69.49593,0,76.11382,304.29675,9695.374,7867.2725,0,0,246,169,0,77,36,0.790355
3296,698,717,176,198,0.680328,316.06558,5251.9224,2913.627,3251.7705,83.46311,42.09426,4710.529,425.19263,5.348361,2147.082,2417.2747,0.491803,268.58606,19.09836,0,0,0,190.2541,748.2008,436.57376,168.06557,37.770493,0,0,244,164,0,80,41,0.739896
3297,227,246,177,199,3.642633,238.31348,6363.8403,3989.8276,4485.6177,6820.997,340.04703,553.08777,393.68338,2.454545,2093.7554,2670.7053,0.689655,616.3166,198.8746,205.43887,947.0345,107.18495,231.13167,557.61127,531.30096,6764.5327,587.4357,0,0,319,240,0,79,38,0.701794
3298,117,140,180,199,4.98,22988.664,6152.705,2930.6,3526.435,597.735,0,378.075,95.555,1.305,0,3713.65,0.9,0,650.595,327.675,0,256.44,416.45,327.67,9152.685,160.83,1858.56,0,0,200,123,0,77,37,0.688869
3299,249,268,184,196,3.348993,149.8792,2498.1343,2401.7114,3006.0737,0,31911.658,1826.953,1539.2281,8.758389,0,3958.49,1.073825,0,57.449665,0,0,554.5705,0,157.08054,0,63.75168,27709.805,0,0,149,111,0,38,25,0.706305
3300,275,286,182,195,2.573643,5462.946,4778.2324,5622.4106,6087.3486,3885.4807,3538.1707,195.3876,380.938,2.023256,0,2709.4573,1.007752,0,3.682171,0,0,0,0,0,591.70544,6699.256,9716.085,0,0,129,82,0,47,26,0.818724
3301,339,359,178,199,1.851301,2280.2715,2880.305,3305.3308,3443.197,383.5353,6483.714,243.6171,608.9628,1.94052,0,1786.58,0.371747,0,62.2342,78.72491,0,0,0,139.2119,336.1524,1362.2045,15858.64,128.58365,0,269,226,0,43,24,0.816726
3302,313,333,179,203,3.942373,7595.81,4696.888,5269.2036,5940.1084,3183.6033,5943.7524,734.7932,527.5186,3.538983,0,1777.2203,0.711864,0,116.07119,0,0,57.95254,0,47.60339,525.5356,5481.278,12100.512,0,0,295,253,0,42,26,0.710953
3303,634,660,179,208,0.801932,38.719807,1713.7488,1760.1803,2142.67,838.5153,11.132045,292.2351,492.40417,2.521739,5927.2236,3728.7761,0.644122,0,385.21094,105.5314,0,215.65056,195.67793,150.75685,742.1723,501.6892,184.68277,0,0,621,522,0,99,44,0.767326
3304,682,701,188,207,1.482143,41.19643,4480.2856,3246.009,4298.4106,1130.5536,48.09375,360.07144,329.08035,0,2494.2722,2828.1472,12.647322,0,1820.3928,0,292.56696,152.64285,0,397.0491,1018.1339,1463.6517,141.71428,16.263393,0,224,168,0,56,30,0.715985
3305,375,398,190,208,1.211679,473.5438,3357.967,1500.8322,1933.438,1486.7408,8469.519,4231.5513,996.43066,3.810219,7469.8867,4464.6714,1.642336,478.35767,215.56934,0,0,301.573,0,324.59488,812.31384,5482.6787,512,0,29.89781,274,219,0,55,28,0.808245
3306,543,567,189,198,4.053658,4145.21,8417.624,5023.2583,5485.4927,472.9805,0,2434.4536,812.39026,640.63904,9617.648,5754.2925,0.731707,319.68292,83.04878,0,0,0,499.52682,479.51706,758.95123,654.3366,64.936584,0,0,205,136,0,69,34,0.849178
3307,752,770,181,206,0.904632,100.63216,1463.1663,1725.4387,1924.812,1549.109,0,123.621254,156.22343,2.844687,0,1130.9401,1.961853,178.56949,11720.267,0,0,93.166214,0,178.56676,497.218,2761.8938,106.027245,0,0,367,331,0,36,22,0.772272
3308,147,172,190,209,1.349594,9.311653,5563.39,3684.618,4270.0244,27.598915,0,81.967476,96.18157,1.414634,29.224932,2190.4202,0.433604,0,502.89432,0,0,223.93225,888.0081,139.542,1814.5691,157.80487,222.00542,0,0,369,308,0,61,32,0.794226
3309,109,122,183,208,7.382222,18709.6,7597.858,3976.1956,4433.911,25.577778,0,201.64,97.066666,1.16,0,2815.578,1.155556,0,544.05334,0,0,443.2311,0,457.69778,9143.68,377.33777,3249.4934,0,0,225,145,0,80,35,0.838817
3310,266,277,188,199,1.71134,2030.8969,10273.145,13607.186,14464.052,0,8792.732,103.93814,703.6701,5.381444,0,2477.268,0.206186,675.6185,0.979381,0,0,1028.1134,0,48.257732,132.08247,1364.8041,6629.598,0,0,97,50,0,47,27,0.75599
3311,735,753,193,214,1.063898,487.96484,7917.9297,4268.5977,4840.4346,521.9968,0,7086.54,549.53674,212.71246,2198.7124,2721.901,1.054313,0,5895.4985,0,0,218.47923,0,3574.345,1678.3418,4459.284,55.616615,0,0,313,185,0,128,53,0.644296
3312,2,25,184,213,1.437229,2062.5303,2324.6494,2997.1255,3335.6667,2845.474,0,600.12335,520.0606,2.824675,8257.554,4113.669,0.670996,425.55194,273.40475,0,0,111.012985,0,1043.6104,1278.1321,3954.1384,527.51514,0,0,462,385,0,77,36,0.782105
3313,184,213,192,215,0,36.20723,3095.0505,1579.0819,2010.2266,121.6265,0,2769.5615,289.45782,4.40241,3343.0312,3421.506,0.481928,473.74698,152.64337,0,0,41.19518,42.773495,2887.5854,195.37108,3090.5493,108.56867,0,0,415,315,0,100,44,0.787271
3314,307,326,186,203,3.751412,596.9774,3067.7063,3596.4067,3968.6045,22.508474,24207.836,1367.0565,1079.7683,377.6271,0,3949.3784,0.847458,0,51.58192,0,0,193.17514,0,79.33898,6.20339,214.52542,8400.26,0,0,177,130,0,47,28,0.778745
3315,332,349,186,205,1.765957,5464.0317,2344.4841,1298.3617,1578.1915,859.65424,7096.8936,187.69681,406.62766,2.776596,0,2904.9202,0.904255,348.59042,3.031915,0,0,363.7447,0,74.69681,288.18085,1882.2128,8099.367,0,0,188,151,0,37,23,0.81119
3316,701,721,188,211,0.801932,426.54108,7455.2417,3841.7488,4370.7827,2139.1304,0,7549.5073,527.58936,1.26087,2590.3767,2532.7537,0.821256,0,12665.797,0,0,247.76811,0,814.087,1581.9178,2099.855,183.03381,0,0,207,148,0,59,30,0.800536
3317,100,110,186,207,2.012121,24397.26,2789.1636,780.8909,1331.9031,260.29697,0,152.75757,82.72727,3.163636,0,4236.606,0.848485,0,688.85455,0,0,103.61212,446.85455,425.54544,7292.103,265.87878,6516.364,0,0,165,118,0,47,28,0.638557
3318,245,261,189,211,1.333333,1509.8474,3710.237,4208.1084,4519.273,818.012,15968.133,1072.9839,1162.3092,2.096385,23.200804,2105.5422,0.883534,263.19278,53.855423,0,0,68.65864,0,206.79117,313.15662,1610.3052,7879.446,0,0,249,212,0,37,24,0.800703
3319,76,91,190,208,1.66,18946.936,3817.83,2275.29,2370.595,1835.315,0,252.05,68.255,6.525,0,1638.375,0.85,327.675,191.18,0,0,0,327.675,70.215,13558.11,2505.33,1720.32,327.675,0,200,153,0,47,26,0.806483
3320,89,106,187,216,3.167939,13862.916,9364.916,6507.588,7369.053,4821.74,0,423.29007,83.35878,3.984733,0,2584.7136,0.992366,250.13359,366.66794,250.13359,0,445.8893,0,107.19847,4776.828,1355.8092,1786.1375,0,0,262,140,0,122,51,0.723051
3321,351,368,187,214,6.832278,2310.307,5775.997,4788.522,5516.4653,791.69305,14210.478,1132.6393,967.69934,5.781646,0,3663.8765,1.234177,207.38924,30.395569,0,0,108.20253,0,0,123.955696,1913.9779,41640.074,0,0,316,221,0,95,42,0.783647
3322,279,302,196,217,3.71246,1446.147,1568.4921,341.09586,478.20126,183.88179,16619.584,789.16614,994.4185,7.504792,2.42492,3210.4473,1.277955,0,81.13738,0,0,263.9968,0,239.28435,337.4441,2189.9233,23097.145,0,0,313,135,0,178,68,0.581746
3323,507,527,191,209,3.945763,40.74576,9167.827,6262.6104,6784.8745,1591.0305,0,4528.444,499.7695,225.69153,3209.1797,3480.39,0.949153,0,241.17627,0,0,0,222.15254,1729.6034,969.1424,7246.559,24.298306,117.25085,0,295,177,0,118,49,0.699171
3324,369,385,191,215,2.699187,11920.634,2659.3618,3097.943,3380.492,1823.313,16514.572,1086.0731,965.5732,4.243902,0,4262.439,1.382114,266.40244,189.0691,0,0,69.49593,0,57.085365,772.313,7083.8945,5552.9106,0,0,246,183,0,63,32,0.827579
3325,565,579,190,217,2.766667,23967.797,5378.77,2936.7466,3261.45,1653.0867,15.736667,470.5,227.51666,1.74,0,2839.85,0.866667,0,254.58333,0,0,332.42334,0,140.43,8524.267,3643.78,1754.4534,0,163.84,300,216,0,84,37,0.805719
3326,728,734,190,207,0,968.0617,3268.494,649.8889,1141.963,852.7531,0,12758.469,741.5309,3.222222,3264.0864,5393.827,0.617284,0,312.34567,0,0,0,0,1618.1357,90.38271,94.75309,63.209877,0,0,81,69,0,12,12,0.540183
3327,259,271,198,214,5.503311,2562.4768,7831.8213,9182.312,10048.709,1363.5431,14045.729,1201.8278,1102.9735,3.456954,0,2604.0398,0.860927,0,195.89404,0,132.33113,0,0,62,375.74835,5284.205,20439.213,0,0,151,112,0,39,24,0.805345
3328,491,506,190,205,0.834171,957.58795,4164.4624,1394.9698,1720.0603,3982.8743,464.62814,886.60803,315.54773,2.623116,1631.1909,2634.5728,0.954774,0,334.1005,0,100.41206,0,0,10773.513,1203.1106,10141.965,221.26633,0,0,199,164,0,35,20,0.786502
3329,529,549,190,216,3.177596,1985.2377,5821.762,1766.3661,2091.5247,879.4891,140.8552,1886.9535,432.653,2.852459,2333.7842,3163.347,0.655738,0,548.86615,179.05737,0,140.13115,22.393442,2187.0354,1010.2213,1558.9645,221.02733,0,44.765026,366,261,0,105,50,0.649918
3330,551,563,200,206,3.648352,868.61536,17296.154,11441.571,11837.682,311.37363,0,2991.3955,1140.0989,2.868132,16022.033,11042.527,0.659341,720.16486,457.8242,0,0,720.16486,0,1337.4396,396.2088,660.47253,11.252748,0,0,91,43,0,48,28,0.814485
3331,12,38,191,220,3.044806,17560.857,1725.9388,673.3279,962.112,326.44806,0,112.93483,172.37679,3.189409,651.2505,2713.941,0.936864,133.4725,259.19144,0,0,174.09369,33.38493,123.93687,7417.9004,659.9145,2498.4766,0,0,491,417,0,74,35,0.754974
3332,115,141,200,222,2.553846,346.94727,2274.8264,1424.8813,1662.7605,361.9956,0,166.18681,186.01538,0.573626,5.679121,1152.2638,0.351648,288.06595,460.1165,0,0,75.147255,0,216.04616,1352.0813,98.03077,432.1055,0,0,455,365,0,90,39,0.791483
3333,216,245,199,211,3.905882,4.196078,3725.6863,2451.5293,2702.5059,897.73334,39.29804,138.38039,460.3843,9.211764,7128.3765,4797.3335,0.784314,257,116.37255,0,0,67.04314,32.14118,183.56863,234.71765,2215.7334,92.36079,0,0,255,182,0,73,34,0.798599
3334,273,278,200,205,0,663.1739,10713.218,10148.435,11033.739,731.56525,1803.3914,219.17392,474.82608,0,0,1899.5652,0.869565,0,363.91306,0,0,0,0,0,0,1477.9565,18877.174,0,0,23,12,0,11,11,0.5085
3335,573,598,191,223,3.974217,27839.893,2044.79,1383.1455,1574.5193,198.95027,5.423573,194.9558,145.8048,2.883978,0,2936.8047,0.810313,362.07184,355.93924,120.690605,0,519.4935,15.093923,198.2744,14112.557,6885.5747,2400.6482,184.39043,0,543,451,0,92,42,0.754543
3336,710,729,191,215,2.804054,998.0135,8442.277,3005.0305,3431.3242,210.89865,130.74324,6386.544,525.77026,1.763514,4504.8955,3911.4358,1.385135,221.40202,6063.7905,221.40202,0,288.78378,977.8682,3700.5508,1024.0203,3596.9324,117.62162,0,0,296,222,0,74,41,0.6327
3337,299,307,194,219,6.51634,6400.7646,1546.7843,6367.209,6657.137,2624.7646,8741.5625,1054.3268,963.64703,3.411765,10.921569,2570,1.111111,856.6667,139.86928,0,0,111.73856,0,826.06537,325.3791,12020.405,6023.523,0,0,153,110,0,43,24,0.74744
3338,444,469,192,216,5.421911,324.92307,5177.219,2680.1328,2999.366,364.345,76.806526,5240.8696,521.85315,3.041958,3558.2239,4328.263,1.83683,305.52448,653.3916,0,0,278.95572,366.007,731.0676,957.86945,6804.0933,1947.7483,0,0,429,360,0,69,34,0.834067
3339,57,79,193,211,5.030303,12030.409,4758.1816,2271.4697,2526.9363,108.684845,0,259.68787,74.454544,3.163636,0,2449.2878,0.606061,198.59091,294.56668,198.59091,0,155.41818,24.836363,127.663635,7160.136,3144.6243,1365.3334,0,0,330,258,0,72,35,0.76997
3340,308,330,200,222,3.145946,9242.011,2998.846,2420.935,2586.4243,2042.827,15433.567,912.8297,1106.8865,181.35405,0,3483.3918,2.275676,177.12163,26.72973,0,0,223.32703,0,139.16487,192.92162,2410.2595,8438.313,0,0,370,277,0,93,45,0.723588
3341,269,283,204,214,3.132076,1972.0189,11647.773,12059.387,12262.82,1812.915,1570.7452,380.45282,231.81133,9.849056,0,1648.6792,0.754717,0,79.85849,0,0,0,0,88.320755,155.3868,4391.255,5506.3867,0,0,106,60,0,46,26,0.803066
3342,334,350,204,213,3.494737,8162.3896,5983.8735,8018.421,8869.937,1216.4631,9897.505,477.56842,574.7579,2.747368,0,1839.579,1.157895,0,5,0,0,0,0,49.273685,485.54736,5612.5474,7459.0317,0,0,95,68,0,27,19,0.774436
3343,485,516,203,221,1.729167,221.5,5034.8594,2236.7004,2879.2969,319.39584,0,7640.388,803.4089,172.02344,6518.5913,4039.0496,0.755208,341.32812,142.42448,55.148438,0,348.7474,508.45572,6058.56,812.6927,7598.9478,90.666664,0,0,384,234,0,150,64,0.563162
3344,672,698,198,219,2.338028,92.246475,2760.223,3229.669,3592.1409,438.61502,0,260.3357,570.4061,3.06338,7895.7983,3948.5093,0.964789,153.83803,4690.256,0,0,120.39436,0,274.70657,1284.237,4064.9531,235.56807,0,96.15024,426,368,0,58,30,0.791609
3345,552,568,208,225,0.754545,345.5909,9474.468,6869.7593,7053.368,1682.6,16.277273,1283.1682,632.9,4.745454,10273.709,6057.023,0.727273,297.88635,287.5091,0,0,77.70909,0,3127.791,1233.009,1210.95,451.4909,157.22273,0,220,167,0,53,27,0.782711
3346,174,200,202,227,3.210145,39.41063,2603.2705,1274.3381,1453.5217,394.64975,0,450.52658,501.19565,162.07971,8555.215,4168.49,0.555556,316.5942,352.66425,158.2971,0,399.18356,336.3913,327.89615,768.413,575.13043,190.4541,0,0,414,358,0,56,30,0.853992
3347,517,534,206,226,1.234201,50.260223,3137.7732,1300.1636,1619.1152,911.91077,0,7121.2417,700.31226,247.50557,6612.394,4953.6987,0.892193,0,94.762085,0,0,63.5539,30.468401,2053.394,1041.7397,5362.0894,22.840149,0,0,269,204,0,65,31,0.750661
3348,219,248,209,225,3.84104,20.462427,2108.2861,1563.0896,1783.6561,236.737,749.71387,116.55492,260.39597,3.017341,2006.8005,1704.6676,0.635838,0,25.01445,0,0,98.82081,0,67.64451,789.28326,8134.4453,156.85548,0,0,346,266,0,80,35,0.812612
3349,427,454,200,222,1.844444,107.833336,1516.1666,917.1111,1263.7578,1791.7822,32.762222,3259.889,825.14,1.16,10068.969,4417.5444,0.955556,145.63333,141.61333,0,0,183.62445,0,738.5578,2088.2778,4643.782,152.46222,0,18.204445,450,329,0,121,44,0.729626
3350,536,552,209,227,3.078704,131.20833,3947.6296,2737.3936,3149.162,405.875,0,2637.2036,404.47684,2.416667,3947.2732,4045.3704,0.787037,303.40277,61.203705,0,0,0,303.40277,498.43982,1785.4861,5185.2544,23.703703,0,0,216,170,0,46,28,0.802073
3351,60,88,208,228,2.660256,16666.574,3617.5193,1410.0834,1809.3557,181.64102,198.60577,80.785255,70,2.509615,0.971154,3220.737,0.801282,210.04808,321.32373,0,0,164.38461,0,285.06088,7015.218,633.52563,1010.87177,0,0,312,228,0,84,40,0.762231
3352,347,366,207,226,5.662879,3261.7993,2487.981,2740.3447,3209.7727,134.16667,28965.133,1260.2538,1199.678,5.931818,0,3640.8333,1.515152,0,34.94318,0,0,64.757576,0,53.19318,151.82576,436.55304,26317.496,0,0,264,216,0,48,26,0.835832
3353,720,748,209,226,0.940678,48.533897,2805.3672,1856.3644,2619.0056,716.6921,0,768.9859,138.81921,2.949152,368.5,1666.144,0.875706,185.12712,7842.935,0,740.5085,144.88136,0,119.00848,381.55084,2175.5735,43.38983,0,0,354,305,0,49,26,0.767161
3354,94,116,209,230,2.862069,207.33333,3511.2644,1845.046,2151.1235,71.244255,0,188.31322,141.21265,0.75,0,2385.3735,0.632184,0,1050.9397,0,0,245.63219,400.18967,309.37643,1642.1034,346.58047,1165.2413,99.39368,23.54023,348,289,0,59,30,0.838905
3355,329,346,207,223,3.21256,10747.305,5458.0386,7407.9277,7567.9277,7349.9614,9282.251,803.6377,659.4686,6.304348,0,2005.0966,1.111111,949.7826,122.68116,0,0,399.18356,316.5942,587.9517,361.6377,7414.551,6381.449,0,0,207,173,0,34,22,0.839286
3356,271,287,213,228,10.382813,1064.0703,3171.2812,1978.8359,2663.711,0,13129.102,551.3594,895.8281,4.078125,0,2218.6328,0.3125,0,354.46875,0,0,0,0,219.42188,8.578125,566.41406,23295.938,0,0,128,90,0,38,28,0.585209
3357,602,627,205,225,2.587013,2991.2832,4842.9272,3995.3325,4467.587,248.41039,0,432.08572,1092.1299,8.812987,22630.543,7943.636,0.987013,170.22078,620.1091,0,0,347.84155,95.76104,486.34027,1875.5532,916.07794,864.4156,0,0,385,327,0,58,31,0.775722
3358,369,393,210,235,3.576555,5534.8687,2844.4233,3137.3804,3436,586.7991,6391.636,856.2488,633.5526,5.619617,14.911483,3292.4282,1.004785,0,42.322968,0,0,81.79904,0,89.58852,419.49283,9368.847,1773.6268,0,0,418,374,0,44,26,0.782096
3359,283,305,217,230,8.952096,2217.8682,7469.479,7103.2397,7666.395,0,33806.08,1780.9581,1618.5868,404.92813,0,5755.569,1.197605,392.42514,152.63474,0,0,204.74251,0,112.11976,88.77245,315.4611,45484.76,0,0,167,128,0,39,26,0.774587
3360,493,518,219,237,2.148867,56.94822,6487.3525,4170.1685,4565.0063,908.50165,0,3556.4822,600.8479,2.533981,5353.563,4807.314,0.906149,0,502.66666,0,0,267.41425,0,8922.79,1650.9353,6215.1875,427.49515,0,0,309,255,0,54,31,0.792205
3361,74,97,217,234,7.805369,2735.3489,1915.0739,2960.1746,3241.9397,344.6812,22.54698,219.9094,183.22148,3.503356,0,2272.4666,0.771812,0,631.97986,0,0,0,0,518.3658,2636.302,7937.208,1065.2349,219.9161,0,298,253,0,45,27,0.812034
3362,456,477,213,228,3.878505,110.392525,5748.369,3172.3972,3643.6309,508.99533,0,4334.3833,650.6589,4.878505,6161.276,4491.495,1.308411,306.2383,198.22897,0,0,0,0,874.95795,1913.3972,700.4393,71.7757,0,0,214,164,0,50,28,0.797725
3363,648,673,211,239,2.221797,2010.4341,6546.564,2208.264,2452.2888,652.6998,171.67113,597.59656,725.6291,4.99044,11460.968,5095.7744,2.059273,250.61186,1371.6692,0,0,196.13002,926.7629,1163.5392,634.8604,448.8394,467.94647,0,31.32696,523,417,0,106,46,0.834048
3364,262,281,215,239,3.818965,4921.934,2859.1838,2518.98,2779.9712,2.543103,14514.822,854.658,996.39655,8.25,0,2510.9194,0.833333,0,61.49425,0,0,98.25288,0,53.804596,209.33908,2279.8477,15816.006,0,23.54023,348,304,0,44,25,0.755659
3365,594,612,214,231,2.691892,7827.9404,6277.1245,3287.6323,3731.265,1383.3513,20.562162,463.22702,398.48108,357.06485,5611.7783,5667.892,1.891892,0,702.3297,0,0,92.41081,0,683.173,4499.9785,2657.5784,5667.9785,452.7027,0,185,138,0,47,27,0.810384
3366,161,185,213,234,0.517134,8.685358,1287.891,1591.9626,1811.9346,1172.4642,8.479751,392.60126,484.81308,1.626168,8053.461,4015.1245,0.965732,204.15887,626.4081,0,0,417.19315,638.00934,291.6542,2724.0125,3867.4019,1154.7882,0,0,321,274,0,47,26,0.765786
3367,245,260,213,244,3.840617,872.5964,3251.8381,2839.3162,3286.7788,3065.4421,8564.581,544.2751,694.82776,3.354756,0,1965.4884,0.899743,673.8818,34.22879,0,0,212.41902,0,180.50128,247.03085,3323.6838,5941.306,0,0,389,317,0,72,38,0.698714
3368,427,450,222,235,4.004016,31.903614,6904.594,4318.9316,4783.904,44.4498,0,5324.526,559.2008,265.28915,4481.0723,3333.7751,0.441767,0,51.18474,0,0,68.65864,263.19278,169.19276,893.1767,605.1446,0,0,0,249,160,0,89,40,0.780076
3369,684,700,220,239,6.587302,12679.675,3847.349,2470.5356,2519.8928,764.30554,0,300.0595,75.833336,0,0,3727.5198,1.230159,260.0595,10773.96,260.0595,0,135.68254,330.5,278.63095,12874.23,2655.7222,5461.3335,14.456349,0,252,212,0,40,24,0.8117
3370,665,690,219,249,7.137536,20589.098,4852.126,2215.3008,2679.3782,237.24641,0,216.66475,203.38968,2.243553,1550.1376,3630.4011,0.830946,0,657.10315,0,0,473.5301,23.484241,80.47565,11217.31,2328.9656,2218.1777,307.76505,0,349,223,0,126,60,0.637605
3371,452,462,221,240,3.830769,56.184616,5386.6387,3613.6309,4545.615,10146.685,146.73077,271.43848,210,4.015385,36.246155,1344.3077,1.153846,504.1154,32.192307,0,3024.6924,263.01538,0,36.00769,61.93846,4014.3691,0,0,0,130,76,0,54,30,0.832677
3372,391,416,217,243,3.568019,66.10501,3372.098,1905.8401,2136.1528,693.2291,227.2673,1359.5132,723.284,157.03102,6880.611,3545.2505,0.572792,0,122.126495,0,0,278.81384,156.40811,1776.3461,698.5251,4864.7397,26.883055,0,0,419,349,0,70,34,0.828707
3373,226,246,223,241,2.699187,246.20732,2065.634,1499.5975,2040.7643,581.3374,0,204.9187,521.6382,0,6228.874,4440.0405,1.138211,0,54.126015,0,0,0,488.4309,342.5122,891.3374,1379.683,245.59349,0,0,246,158,0,88,42,0.674948
3374,749,774,218,247,0.348008,82.38574,2076.436,1928.0105,2364.1846,38.979034,0,42.272537,51.509434,1.641509,0,915.9329,0.691824,0,6623.9746,0,0,209.07127,154.57233,147.20126,278.16772,1084.5073,19.320755,0,0,477,410,0,67,34,0.779154
3375,291,309,223,241,5.269841,7991.595,5468.5796,6951.385,7633.5874,240.67857,11417.119,820.1627,985.9405,9.321428,0,3120.7144,1.071429,0,218.53572,0,0,67.84127,0,92.87698,257.10715,12141.27,25193.453,0,0,252,164,0,88,41,0.67085
3376,331,358,224,242,1.356948,7024.7954,1715.237,1213.8256,1691.3951,932.6349,5042.7656,274.7139,461.24524,182.83652,0,1249.9863,0.847411,0,129.06267,0,0,46.583107,0,127.54768,257.86102,510.86377,7346.542,0,0,367,262,0,105,49,0.606399
3377,605,628,227,245,3,17.448795,3124.3916,2421.8977,2750.28,121.36144,14.801205,318.86145,904.5964,2.358434,20642.434,6777.214,0.993976,197.39458,1038.5632,63.786144,197.39458,154.48193,1435.2289,239.68976,2359.1868,539.05725,496.5783,0,0,332,261,0,71,34,0.822441
3378,462,481,223,245,3.093168,354.86957,1222.2422,363.55902,566.85406,811.30743,4.226708,2097.8262,618.96893,3.242236,5605.478,3731.2888,0.52795,203.52484,145.03105,0,0,0,0,799.5528,1454.1243,5710.7856,143.10559,0,0,322,150,0,172,59,0.745311
3379,482,501,222,242,4.091549,312.33804,6534.9365,4458.229,4728.1094,809.1479,4.010563,1668.5176,278.78522,232.59508,1461.926,2307.5703,0.739437,0,184.19014,0,0,60.19718,620.1761,2027.3522,997.0211,4027.2852,201.9155,0,0,284,225,0,59,34,0.660603
3380,149,175,223,248,1.848552,918.28064,3814.029,996.2249,1166.3296,233.71938,281.6793,269.45212,139.85301,3.487751,117.14031,1556.882,0.534521,0,1142.8953,0,0,444.21826,185.4922,552.5479,547.4766,833.0646,627.1715,145.95769,0,449,309,0,140,56,0.672592
3381,311,330,223,246,4.127072,870.6243,2979.2126,4477.0083,5049.0054,95.406075,42238.35,2367.3342,2428.6794,191.85083,0,5612.1133,1.466851,181.03592,94.84807,181.03592,236.2348,606.0746,0,116.378456,59.66022,644.5829,30199.426,0,0,362,260,0,102,41,0.802307
3382,434,456,233,247,3.122066,74.57746,7334.845,4950.3477,5444.3804,27.023474,0,6153.4087,871.6244,3.676056,10694.493,4922.817,0.938967,307.67606,390.29578,0,0,80.26291,346.15494,549.41315,902.3193,1531.1925,76.92019,0,0,213,105,0,108,42,0.818967
